time_delta,src_ip,dst_ip,dst_port,dns,sni
4.3e-05,192.168.0.194,142.250.70.36,443,NONE,NONE
4.3e-05,192.168.0.194,142.250.70.36,443,NONE,NONE
8e-05,192.168.0.194,142.250.70.36,443,NONE,NONE
6e-05,192.168.0.194,142.250.70.36,443,NONE,NONE
0.000785,192.168.0.194,142.250.70.36,443,NONE,NONE
0.012715,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.001199,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.000258,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.003639,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.003147,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.003284,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.002416,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.003465,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.012295,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.002937,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.00147,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.001965,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.001924,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.055411,192.168.0.194,142.250.70.36,443,NONE,NONE
0.000142,192.168.0.194,8.8.4.4,443,NONE,NONE
3.9e-05,192.168.0.194,8.8.4.4,443,NONE,NONE
3e-05,192.168.0.194,142.250.70.36,443,NONE,NONE
5.7e-05,192.168.0.194,142.250.70.36,443,NONE,NONE
4e-05,192.168.0.194,142.250.70.36,443,NONE,NONE
3.9e-05,192.168.0.194,142.250.70.36,443,NONE,NONE
0.017798,8.8.4.4,192.168.0.194,62033,NONE,NONE
0.0,8.8.4.4,192.168.0.194,62033,NONE,NONE
0.004471,8.8.4.4,192.168.0.194,62033,NONE,NONE
0.000915,8.8.4.4,192.168.0.194,62033,NONE,NONE
0.0,8.8.4.4,192.168.0.194,62033,NONE,NONE
8.6e-05,8.8.4.4,192.168.0.194,62033,NONE,NONE
0.039722,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.029675,192.168.0.194,142.250.70.36,443,NONE,NONE
0.000482,192.168.0.194,142.250.70.36,443,NONE,NONE
0.000192,192.168.0.194,142.250.70.36,443,NONE,NONE
6.2e-05,192.168.0.194,8.8.4.4,443,NONE,NONE
9.1e-05,192.168.0.194,8.8.4.4,443,NONE,NONE
6.2e-05,192.168.0.194,8.8.4.4,443,NONE,NONE
0.014141,192.168.0.194,142.250.70.110,443,NONE,NONE
0.012059,8.8.4.4,192.168.0.194,62033,NONE,NONE
0.007017,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.014558,142.250.70.110,192.168.0.194,62040,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.05238,192.168.0.194,142.250.70.36,443,NONE,NONE
0.000187,192.168.0.194,142.250.70.36,443,NONE,NONE
0.000102,192.168.0.194,142.250.70.110,443,NONE,NONE
4.2e-05,192.168.0.194,142.250.70.36,443,NONE,NONE
6.1e-05,192.168.0.194,142.250.70.110,443,NONE,NONE
0.000497,192.168.0.194,142.250.70.110,443,NONE,NONE
0.006108,192.168.0.194,98.95.218.155,443,NONE,NONE
0.040918,142.250.70.110,192.168.0.194,62040,NONE,NONE
0.0,142.250.70.110,192.168.0.194,62040,NONE,NONE
0.001956,142.250.70.110,192.168.0.194,62040,NONE,NONE
0.0,142.250.70.110,192.168.0.194,62040,NONE,NONE
0.0,142.250.70.110,192.168.0.194,62040,NONE,NONE
0.000252,142.250.70.110,192.168.0.194,62040,NONE,NONE
6.3e-05,142.250.70.110,192.168.0.194,62040,NONE,NONE
6.8e-05,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.110,192.168.0.194,62040,NONE,NONE
0.045176,192.168.0.194,8.8.4.4,443,NONE,NONE
0.000192,192.168.0.194,8.8.4.4,443,NONE,NONE
0.000104,192.168.0.194,142.250.70.36,443,NONE,NONE
0.005367,192.168.0.194,142.250.70.110,443,NONE,NONE
0.000223,192.168.0.194,142.250.70.110,443,NONE,NONE
6.7e-05,192.168.0.194,142.250.70.110,443,NONE,NONE
0.005327,192.168.0.194,142.250.70.110,443,NONE,NONE
6.6e-05,192.168.0.194,142.250.70.110,443,NONE,NONE
2.8e-05,192.168.0.194,142.250.70.110,443,NONE,NONE
2.8e-05,192.168.0.194,142.250.70.36,443,NONE,NONE
0.011988,192.168.0.194,142.250.70.110,443,NONE,NONE
0.000107,192.168.0.194,142.250.70.110,443,NONE,NONE
0.004839,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.011824,8.8.4.4,192.168.0.194,62033,NONE,NONE
0.0,8.8.4.4,192.168.0.194,62033,NONE,NONE
0.0,8.8.4.4,192.168.0.194,62033,NONE,NONE
0.001405,8.8.4.4,192.168.0.194,62033,NONE,NONE
0.0,8.8.4.4,192.168.0.194,62033,NONE,NONE
0.017561,142.250.70.110,192.168.0.194,62040,NONE,NONE
0.0,142.250.70.110,192.168.0.194,62040,NONE,NONE
0.025217,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.030739,192.168.0.194,142.250.70.110,443,NONE,NONE
0.000193,192.168.0.194,142.250.70.110,443,NONE,NONE
7.7e-05,192.168.0.194,142.250.70.36,443,NONE,NONE
4.3e-05,192.168.0.194,142.250.70.36,443,NONE,NONE
4.1e-05,192.168.0.194,8.8.4.4,443,NONE,NONE
3.3e-05,192.168.0.194,8.8.4.4,443,NONE,NONE
3.4e-05,192.168.0.194,142.250.70.110,443,NONE,NONE
0.009889,192.168.0.194,192.178.211.157,443,NONE,NONE
0.000169,192.168.0.194,192.178.211.157,443,NONE,NONE
7.9e-05,192.168.0.194,142.250.70.110,443,NONE,NONE
0.005229,192.168.0.194,142.250.70.36,443,NONE,NONE
0.014939,8.8.4.4,192.168.0.194,62033,NONE,NONE
0.016546,142.250.70.110,192.168.0.194,62040,NONE,NONE
0.001305,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,192.178.211.157,192.168.0.194,62041,NONE,NONE
0.000855,192.178.211.157,192.168.0.194,62041,NONE,NONE
0.0,192.178.211.157,192.168.0.194,62041,NONE,NONE
0.0,192.178.211.157,192.168.0.194,62041,NONE,NONE
0.00022,192.178.211.157,192.168.0.194,62041,NONE,NONE
0.0,192.178.211.157,192.168.0.194,62041,NONE,NONE
8e-05,192.178.211.157,192.168.0.194,62041,NONE,NONE
0.002135,142.250.70.110,192.168.0.194,62040,NONE,NONE
0.047565,192.168.0.194,8.8.4.4,443,NONE,NONE
0.000204,192.168.0.194,8.8.4.4,443,NONE,NONE
6.2e-05,192.168.0.194,142.250.70.36,443,NONE,NONE
4.6e-05,192.168.0.194,142.250.70.36,443,NONE,NONE
0.000103,192.168.0.194,142.250.70.36,443,NONE,NONE
4.6e-05,192.168.0.194,142.250.70.36,443,NONE,NONE
7.4e-05,192.168.0.194,142.250.70.36,443,NONE,NONE
0.00011,192.168.0.194,192.178.211.157,443,NONE,NONE
0.001796,192.168.0.194,192.178.211.157,443,NONE,NONE
0.002212,192.168.0.194,192.178.211.157,443,NONE,NONE
0.002626,192.168.0.194,192.178.211.157,443,NONE,NONE
0.000364,192.168.0.194,192.178.211.157,443,NONE,NONE
0.001258,192.168.0.194,192.178.211.157,443,NONE,NONE
0.004338,192.168.0.194,142.250.70.36,443,NONE,NONE
0.003903,192.168.0.194,142.251.221.238,443,NONE,NONE
0.00472,8.8.4.4,192.168.0.194,62033,NONE,NONE
0.005566,142.250.70.110,192.168.0.194,62040,NONE,NONE
0.0,142.250.70.110,192.168.0.194,62040,NONE,NONE
0.002067,142.250.70.110,192.168.0.194,62040,NONE,NONE
0.0,142.250.70.110,192.168.0.194,62040,NONE,NONE
0.000757,192.168.0.192,224.0.0.251,5353,NONE,NONE
0.0016,8.8.4.4,192.168.0.194,62033,NONE,NONE
0.0,8.8.4.4,192.168.0.194,62033,NONE,NONE
0.002644,8.8.4.4,192.168.0.194,62033,NONE,NONE
0.000176,8.8.4.4,192.168.0.194,62033,NONE,NONE
0.0,8.8.4.4,192.168.0.194,62033,NONE,NONE
0.002019,8.8.4.4,192.168.0.194,62033,NONE,NONE
0.005153,192.168.0.192,224.0.0.251,5353,NONE,NONE
0.009888,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.000736,192.178.211.157,192.168.0.194,62041,NONE,NONE
0.0,192.178.211.157,192.168.0.194,62041,NONE,NONE
0.000206,192.178.211.157,192.168.0.194,62041,NONE,NONE
0.000514,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.000154,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.000339,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.000262,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.000159,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.001162,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.000176,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.002964,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.003004,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.002664,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.000224,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.003839,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.003071,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.002026,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.000399,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.002278,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.000279,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.002051,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.002202,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.002347,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.00025,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.00304,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.000788,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.026614,192.168.0.194,142.250.70.110,443,NONE,NONE
6.3e-05,192.168.0.194,8.8.4.4,443,NONE,NONE
2e-05,192.168.0.194,142.250.70.110,443,NONE,NONE
1.7e-05,192.168.0.194,8.8.4.4,443,NONE,NONE
1.4e-05,192.168.0.194,8.8.4.4,443,NONE,NONE
1.3e-05,192.168.0.194,8.8.4.4,443,NONE,NONE
1.4e-05,192.168.0.194,8.8.4.4,443,NONE,NONE
1.5e-05,192.168.0.194,192.178.211.157,443,NONE,NONE
3.5e-05,192.168.0.194,142.250.70.110,443,NONE,NONE
1.6e-05,192.168.0.194,142.250.70.110,443,NONE,NONE
1.5e-05,192.168.0.194,142.250.70.36,443,NONE,NONE
1.3e-05,192.168.0.194,142.250.70.36,443,NONE,NONE
0.00119,192.168.0.194,142.250.70.36,443,NONE,NONE
3.7e-05,192.168.0.194,142.250.70.36,443,NONE,NONE
3e-05,192.168.0.194,142.250.70.36,443,NONE,NONE
3.9e-05,192.168.0.194,142.250.70.67,443,NONE,NONE
0.000236,192.168.0.194,8.8.4.4,443,NONE,NONE
5.4e-05,192.168.0.194,8.8.4.4,443,NONE,NONE
0.010182,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.000752,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,192.178.211.157,192.168.0.194,62041,NONE,NONE
0.0,192.178.211.157,192.168.0.194,62041,NONE,NONE
0.006031,8.8.4.4,192.168.0.194,62033,NONE,NONE
0.002894,8.8.4.4,192.168.0.194,62033,NONE,NONE
0.004375,8.8.4.4,192.168.0.194,62033,NONE,NONE
0.0,8.8.4.4,192.168.0.194,62033,NONE,NONE
0.000532,8.8.4.4,192.168.0.194,62033,NONE,NONE
0.0,8.8.4.4,192.168.0.194,62033,NONE,NONE
0.011413,142.250.70.110,192.168.0.194,62040,NONE,NONE
0.0,142.250.70.110,192.168.0.194,62040,NONE,NONE
0.00133,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.001813,142.250.70.67,192.168.0.194,62042,NONE,NONE
9.6e-05,142.250.70.36,192.168.0.194,62035,NONE,NONE
9.1e-05,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.000134,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.00013,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.002731,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.003538,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.001647,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.001664,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.000183,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.001681,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.001269,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.002455,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.003008,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.001997,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.001368,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.002416,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.00243,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.002116,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.000394,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.001724,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.001444,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.002098,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.027893,192.168.0.194,142.250.70.36,443,NONE,NONE
0.000176,192.168.0.194,142.250.70.36,443,NONE,NONE
8.4e-05,192.168.0.194,8.8.4.4,443,NONE,NONE
4.1e-05,192.168.0.194,142.250.70.36,443,NONE,NONE
4.1e-05,192.168.0.194,192.178.211.157,443,NONE,NONE
4e-05,192.168.0.194,142.250.70.67,443,NONE,NONE
0.000638,192.168.0.194,8.8.4.4,443,NONE,NONE
6.9e-05,192.168.0.194,8.8.4.4,443,NONE,NONE
3.5e-05,192.168.0.194,142.250.70.36,443,NONE,NONE
3.2e-05,192.168.0.194,142.250.70.67,443,NONE,NONE
6.1e-05,192.168.0.194,142.250.70.67,443,NONE,NONE
3.3e-05,192.168.0.194,142.250.70.36,443,NONE,NONE
4.8e-05,192.168.0.194,142.250.70.36,443,NONE,NONE
0.000125,192.168.0.194,142.250.70.36,443,NONE,NONE
0.000108,192.168.0.194,142.250.70.36,443,NONE,NONE
0.000325,192.168.0.194,216.58.203.33,443,NONE,NONE
0.003227,192.168.0.194,192.168.0.1,53,NONE,NONE
0.000109,192.168.0.194,192.168.0.1,53,NONE,NONE
0.001131,192.168.0.194,192.168.0.1,53,NONE,NONE
0.005894,192.168.0.1,192.168.0.194,56386,NONE,NONE
0.0,192.168.0.1,192.168.0.194,49669,NONE,NONE
0.000891,192.168.0.1,192.168.0.194,52997,NONE,NONE
0.00572,8.8.4.4,192.168.0.194,62033,NONE,NONE
0.002645,8.8.4.4,192.168.0.194,62033,NONE,NONE
0.001958,8.8.4.4,192.168.0.194,62033,NONE,NONE
0.014652,192.178.211.157,192.168.0.194,62041,NONE,NONE
0.0,216.58.203.33,192.168.0.194,62043,NONE,NONE
0.001067,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.000167,142.250.70.67,192.168.0.194,62042,NONE,NONE
4.6e-05,142.250.70.67,192.168.0.194,62042,NONE,NONE
0.000336,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.001844,142.250.70.67,192.168.0.194,62042,NONE,NONE
0.0,142.250.70.67,192.168.0.194,62042,NONE,NONE
0.0,142.250.70.67,192.168.0.194,62042,NONE,NONE
0.000119,142.250.70.67,192.168.0.194,62042,NONE,NONE
0.000867,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.000106,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.001688,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.000189,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.001447,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.001655,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.000104,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.002064,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.000129,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.001966,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.000132,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.001777,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.002275,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
9e-05,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.002094,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.000115,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.002474,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.000167,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.002021,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.000116,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.001637,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.000109,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.001853,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0002,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.002218,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.000176,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.002026,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.000288,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.001842,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.000246,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.002183,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.0,142.250.70.36,192.168.0.194,62035,NONE,NONE
0.018767,192.168.0.194,8.8.4.4,443,NONE,NONE
0.000106,192.168.0.194,142.250.70.36,443,NONE,NONE
3.5e-05,192.168.0.194,216.58.203.33,443,NONE,NONE
2.8e-05,192.168.0.194,142.250.70.67,443,NONE,NONE
5.8e-05,192.168.0.194,216.239.34.157,443,NONE,NONE
0.000834,192.168.0.194,8.8.4.4,443,NONE,NONE
7e-06,192.168.0.194,192.168.0.1,53,NONE,NONE
5.6e-05,192.168.0.194,142.250.70.67,443,NONE,NONE
1.4e-05,192.168.0.194,216.58.203.33,443,NONE,NONE
0.00038,192.168.0.194,216.58.203.33,443,NONE,NONE
1.9e-05,192.168.0.194,142.250.70.67,443,NONE,NONE
0.000125,192.168.0.194,142.250.70.67,443,NONE,NONE
0.000188,192.168.0.194,142.250.70.36,443,NONE,NONE
0.001455,192.168.0.194,142.250.70.36,443,NONE,NONE
0.000116,192.168.0.194,142.250.70.36,443,NONE,NONE
0.001528,192.168.0.194,142.250.70.36,443,NONE,NONE
0.002315,192.168.0.194,142.250.70.67,443,NONE,NONE
0.002995,192.168.0.194,142.250.70.36,443,NONE,NONE
0.000144,192.168.0.194,142.250.70.36,443,NONE,NONE
0.000622,192.168.0.194,142.250.70.36,443,NONE,NONE
0.003043,192.168.0.194,142.250.70.67,443,NONE,NONE
0.003642,142.250.70.36,192.168.0.194,62035,NONE,NONE
